,movie_id,movie_id,final_prediction
6769,31843970,31843970,1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6770,34725623,34725623,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6771,35054529,35054529,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6772,35485998,35485998,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6773,35625846,35625846,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6774,163491,163491,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6775,217825,217825,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6776,234827,234827,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6777,468311,468311,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6778,733213,733213,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6779,1191435,1191435,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6780,1223359,1223359,1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6781,1388443,1388443,1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0
6782,1470989,1470989,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6783,1597753,1597753,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6784,2306889,2306889,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6785,2994941,2994941,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6786,3523090,3523090,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6787,4926317,4926317,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6788,5019011,5019011,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6789,5020303,5020303,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6790,5278636,5278636,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6791,5579794,5579794,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6792,5608558,5608558,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6793,5988501,5988501,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6794,6584379,6584379,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6795,7259476,7259476,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6796,9104548,9104548,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6797,9489056,9489056,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6798,10420250,10420250,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6799,10610452,10610452,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6800,10690185,10690185,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6801,11353680,11353680,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6802,15323823,15323823,1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0
6803,17241398,17241398,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6804,20435658,20435658,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6805,20581179,20581179,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6806,21965987,21965987,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6807,22538938,22538938,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6808,23001766,23001766,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6809,23184272,23184272,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6810,23215210,23215210,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6811,23438376,23438376,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6812,23767847,23767847,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6813,25919422,25919422,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6814,27944820,27944820,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6815,28425804,28425804,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6816,29068128,29068128,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6817,29617007,29617007,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6818,29950047,29950047,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6819,30337907,30337907,1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
6820,30746015,30746015,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6821,32842508,32842508,1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
6822,32905753,32905753,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6823,33192024,33192024,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6824,34518277,34518277,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6825,35990410,35990410,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6826,36036213,36036213,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6827,475977,475977,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6828,690918,690918,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6829,1424739,1424739,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6830,1485644,1485644,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6831,1661980,1661980,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6832,1940449,1940449,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6833,2272403,2272403,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6834,2371682,2371682,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6835,2773215,2773215,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6836,2821933,2821933,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6837,2873368,2873368,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6838,3198813,3198813,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6839,3614997,3614997,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6840,4550151,4550151,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6841,4848029,4848029,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6842,5091175,5091175,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6843,5134517,5134517,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6844,5208736,5208736,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6845,5882959,5882959,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6846,6435577,6435577,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6847,7672134,7672134,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6848,8419530,8419530,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6849,8603532,8603532,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6850,8603964,8603964,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6851,8834970,8834970,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6852,9442685,9442685,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6853,10612874,10612874,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6854,13760378,13760378,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6855,13810029,13810029,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6856,14507834,14507834,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6857,16199885,16199885,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6858,16955171,16955171,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6859,17218725,17218725,1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6860,17515227,17515227,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6861,17955165,17955165,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6862,18472115,18472115,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6863,26084706,26084706,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6864,28504645,28504645,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6865,28684641,28684641,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6866,28789973,28789973,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6867,29994610,29994610,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6868,32036016,32036016,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6869,32101033,32101033,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6870,32586323,32586323,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6871,35284916,35284916,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6872,36074659,36074659,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6873,161877,161877,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6874,175693,175693,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6875,1354757,1354757,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6876,1364770,1364770,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6877,1844724,1844724,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6878,1858745,1858745,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6879,2553318,2553318,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6880,2626454,2626454,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6881,4180595,4180595,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6882,4541896,4541896,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6883,4765789,4765789,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6884,7283462,7283462,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6885,9492034,9492034,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6886,10388154,10388154,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6887,11140631,11140631,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6888,11637110,11637110,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6889,12515584,12515584,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6890,15352210,15352210,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6891,17942252,17942252,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6892,19361101,19361101,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6893,20581106,20581106,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6894,20601439,20601439,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6895,22325279,22325279,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6896,23992760,23992760,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6897,23995373,23995373,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6898,24013376,24013376,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6899,25642032,25642032,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6900,25842111,25842111,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6901,26581256,26581256,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6902,26693888,26693888,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6903,27997093,27997093,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6904,28222669,28222669,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6905,28602603,28602603,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6906,30138638,30138638,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6907,30929424,30929424,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6908,31114082,31114082,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6909,32575369,32575369,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6910,33061601,33061601,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6911,33773022,33773022,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6912,35863355,35863355,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6913,3333,3333,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6914,168491,168491,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6915,299490,299490,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6916,992419,992419,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6917,1631497,1631497,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6918,2738256,2738256,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6919,3231227,3231227,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6920,3359825,3359825,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6921,5884145,5884145,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6922,6084220,6084220,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6923,6304360,6304360,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6924,8446174,8446174,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6925,8970301,8970301,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6926,9570503,9570503,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6927,12246739,12246739,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6928,13130339,13130339,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6929,13863650,13863650,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6930,15165528,15165528,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6931,16833930,16833930,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6932,16842403,16842403,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6933,17752353,17752353,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6934,17974588,17974588,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6935,19699054,19699054,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6936,20535383,20535383,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6937,21972773,21972773,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6938,24199883,24199883,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6939,25020314,25020314,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6940,26601914,26601914,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6941,26695603,26695603,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6942,27923824,27923824,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6943,29183485,29183485,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6944,30547342,30547342,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6945,34023810,34023810,1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
6946,63310,63310,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6947,92703,92703,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6948,216072,216072,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6949,295973,295973,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6950,454208,454208,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6951,858575,858575,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6952,1199638,1199638,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6953,1975933,1975933,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6954,2323936,2323936,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6955,3737862,3737862,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6956,5329389,5329389,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6957,5721992,5721992,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6958,6729759,6729759,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6959,6818007,6818007,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6960,6969487,6969487,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6961,7415873,7415873,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6962,8102527,8102527,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6963,8777319,8777319,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6964,9252321,9252321,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6965,9986386,9986386,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6966,10845420,10845420,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6967,11218354,11218354,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6968,12789158,12789158,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6969,14916202,14916202,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6970,15062229,15062229,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6971,17588047,17588047,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6972,21378128,21378128,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6973,21946062,21946062,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6974,22645080,22645080,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6975,24410494,24410494,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6976,25344779,25344779,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6977,25496280,25496280,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6978,25676395,25676395,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6979,25934563,25934563,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6980,26393786,26393786,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6981,27415086,27415086,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6982,28247074,28247074,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6983,30099851,30099851,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6984,31121489,31121489,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6985,31322423,31322423,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6986,31510744,31510744,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6987,34943201,34943201,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6988,35589999,35589999,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6989,36405666,36405666,1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0
6990,133672,133672,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6991,349874,349874,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6992,453573,453573,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6993,584713,584713,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6994,3032467,3032467,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6995,4070671,4070671,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6996,4276030,4276030,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6997,5651515,5651515,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6998,5760664,5760664,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
6999,5980263,5980263,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7000,6834654,6834654,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7001,7129971,7129971,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7002,8962212,8962212,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7003,9157507,9157507,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7004,11202796,11202796,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7005,11399740,11399740,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7006,11842746,11842746,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7007,12271243,12271243,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7008,12842485,12842485,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7009,13897336,13897336,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7010,15766158,15766158,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7011,16090959,16090959,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7012,16226377,16226377,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7013,16298384,16298384,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7014,16358705,16358705,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7015,18487940,18487940,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7016,19374616,19374616,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7017,22546052,22546052,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7018,24668730,24668730,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7019,24928922,24928922,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7020,25882383,25882383,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7021,26631176,26631176,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7022,27395329,27395329,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7023,28090138,28090138,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7024,32343017,32343017,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7025,32934800,32934800,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7026,34394367,34394367,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7027,34595991,34595991,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7028,34983991,34983991,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7029,90039,90039,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7030,1013377,1013377,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7031,1365411,1365411,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7032,1623267,1623267,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7033,1640215,1640215,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7034,2198940,2198940,1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7035,4716649,4716649,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7036,5379346,5379346,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7037,5512801,5512801,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7038,6277939,6277939,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7039,9035329,9035329,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7040,9068710,9068710,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7041,9403464,9403464,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7042,9798318,9798318,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7043,9962261,9962261,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
